Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Sex upon Outcome,Age upon Outcome,binary_outcome,index,intake_am_pm,intake_time,percent,domesticIndex,season,time_spend_shelter
Austin (TX),Stray,Normal,Dog,Intact Male,24,Pit Bull Mix,Intact Male,24,0.0,655,AM,2015-06-11,1.5384615384615385,0.54,Quarter 2,20.0
Austin (TX),Public Assist,Normal,Dog,Neutered Male,48,others,Neutered Male,48,0.0,656,AM,2016-11-15,0.21691973969631237,0.8,Quarter 3,10.0
Manor (TX),Stray,Normal,Dog,Intact Female,8,others,Intact Female,8,0.0,657,PM,2014-01-04,0.21691973969631237,0.54,Quarter 1,4.0
Austin (TX),Owner Surrender,Sick,Cat,Neutered Male,36,Domestic Shorthair Mix,Neutered Male,36,0.0,658,PM,2014-03-20,0.38461538461538464,0.2,Quarter 1,2.0
Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1,Domestic Medium Hair Mix,Intact Male,1,0.0,659,PM,2016-05-11,2.857142857142857,0.6,Quarter 2,4.0
Outside Jurisdiction,Public Assist,Normal,Dog,Intact Male,24,Labrador Retriever Mix,Intact Male,24,0.0,660,PM,2017-09-01,2.0,0.48,Quarter 3,38.0
Austin (TX),Stray,Normal,Dog,Intact Female,3,others,Spayed Female,4,0.0,661,PM,2019-12-02,0.21691973969631237,0.54,Quarter 3,7.0
Austin (TX),Wildlife,Sick,Other,Unknown,24,others,Unknown,24,1.0,662,PM,2014-06-09,0.21691973969631237,0.0,Quarter 2,0.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Intact Female,1,0.0,663,AM,2015-06-13,0.38461538461538464,0.54,Quarter 2,9.0
Austin (TX),Stray,Nursing,Dog,Intact Female,1,others,Spayed Female,1,0.0,664,PM,2018-02-13,0.21691973969631237,0.43200000000000005,Quarter 1,26.0
Williamson (TX),Stray,Normal,Dog,Intact Male,24,others,Intact Male,24,0.0,665,AM,2019-09-11,0.21691973969631237,0.54,Quarter 3,2.0
Austin (TX),Public Assist,Normal,Dog,Intact Male,6,Labrador Retriever Mix,Intact Male,6,0.0,666,PM,2017-09-13,2.0,0.48,Quarter 3,9.0
Manor (TX),Public Assist,Normal,Dog,Neutered Male,24,German Shepherd Mix,Neutered Male,24,0.0,667,PM,2018-11-20,4.166666666666666,0.8,Quarter 3,27.0
Travis (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Intact Male,1,0.0,668,AM,2019-03-26,0.38461538461538464,0.54,Quarter 1,0.0
Austin (TX),Wildlife,Injured,Other,Unknown,24,others,Unknown,24,1.0,669,AM,2019-06-07,0.21691973969631237,0.0,Quarter 2,0.0
Austin (TX),Stray,Normal,Cat,Intact Male,3,others,Neutered Male,3,0.0,670,PM,2017-11-05,0.21691973969631237,0.54,Quarter 3,25.0
Travis (TX),Stray,Sick,Cat,Intact Male,2,Domestic Shorthair Mix,Neutered Male,5,0.0,671,PM,2016-07-13,0.38461538461538464,0.10800000000000001,Quarter 2,84.0
Austin (TX),Wildlife,Sick,Other,Unknown,24,others,Unknown,24,1.0,672,PM,2018-09-18,0.21691973969631237,0.0,Quarter 3,0.0
Austin (TX),Wildlife,Normal,Other,Unknown,1,others,Unknown,1,1.0,673,PM,2016-05-05,0.21691973969631237,0.0,Quarter 2,0.0
Austin (TX),Stray,Normal,Cat,Intact Male,36,Domestic Shorthair Mix,Intact Male,36,0.0,674,PM,2015-05-28,0.38461538461538464,0.54,Quarter 2,1.0
Austin (TX),Stray,Normal,Cat,Spayed Female,96,others,Spayed Female,96,1.0,675,PM,2013-10-30,0.21691973969631237,0.9,Quarter 3,10.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,3,0.0,676,AM,2015-05-21,0.38461538461538464,0.54,Quarter 2,59.0
Travis (TX),Stray,Normal,Dog,Intact Female,6,Pit Bull Mix,Spayed Female,7,0.0,677,PM,2015-03-02,1.5384615384615385,0.54,Quarter 1,12.0
Austin (TX),Stray,Normal,Cat,Intact Female,2,others,Intact Female,3,0.0,678,PM,2017-11-02,0.21691973969631237,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,2,0.0,679,PM,2015-05-22,0.38461538461538464,0.54,Quarter 2,51.0
Austin (TX),Stray,Normal,Cat,Unknown,1,Domestic Medium Hair Mix,Unknown,1,0.0,680,AM,2016-08-03,2.857142857142857,0.36000000000000004,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Neutered Male,24,Labrador Retriever Mix,Neutered Male,24,0.0,681,PM,2013-12-15,2.0,0.9,Quarter 3,13.0
Manor (TX),Stray,Normal,Dog,Neutered Male,1,others,Neutered Male,1,0.0,682,PM,2017-04-14,0.21691973969631237,0.9,Quarter 1,0.0
Austin (TX),Stray,Normal,Cat,Neutered Male,60,Domestic Shorthair Mix,Neutered Male,60,0.0,683,PM,2017-05-24,0.38461538461538464,0.9,Quarter 2,1.0
Pflugerville (TX),Stray,Normal,Dog,Intact Male,48,others,Intact Male,48,0.0,684,PM,2014-07-18,0.21691973969631237,0.54,Quarter 2,3.0
Austin (TX),Stray,Normal,Cat,Intact Male,2,Domestic Medium Hair Mix,Neutered Male,2,0.0,685,PM,2014-05-03,2.857142857142857,0.54,Quarter 2,4.0
Austin (TX),Stray,Normal,Dog,Intact Male,96,Pit Bull Mix,Intact Male,96,1.0,686,PM,2014-03-26,1.5384615384615385,0.54,Quarter 1,6.0
Austin (TX),Stray,Normal,Dog,Neutered Male,6,others,Neutered Male,6,0.0,687,PM,2016-10-15,0.21691973969631237,0.9,Quarter 3,4.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,Chihuahua Shorthair Mix,Intact Male,24,0.0,688,AM,2017-07-29,1.694915254237288,0.54,Quarter 2,0.0
Austin (TX),Stray,Sick,Cat,Intact Female,5,Domestic Shorthair Mix,Intact Female,6,0.0,689,PM,2014-04-12,0.38461538461538464,0.10800000000000001,Quarter 1,12.0
Austin (TX),Stray,Normal,Cat,Intact Male,2,Domestic Shorthair Mix,Neutered Male,2,0.0,690,PM,2016-08-22,0.38461538461538464,0.54,Quarter 2,14.0
Austin (TX),Public Assist,Feral,Cat,Neutered Male,48,Domestic Shorthair Mix,Neutered Male,48,0.0,691,AM,2015-07-30,0.38461538461538464,0.24,Quarter 2,11.0
Austin (TX),Stray,Normal,Cat,Spayed Female,108,Domestic Shorthair Mix,Spayed Female,108,0.0,692,PM,2014-10-06,0.38461538461538464,0.9,Quarter 3,11.0
