Found Location,Intake Type,Intake Condition,Sex upon Intake,Age upon Intake,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,binary_outcome,intake_am_pm,intake_time,percent,domesticIndex,season,time_spend_shelter
Lago Vista (TX),Stray,Normal,Intact Male,24,Dog,Intact Male,24,rare_dog,0.0,PM,2015-05-24,0.303951367781155,0.54,Quarter 2,4.0
Outside Jurisdiction,Owner Surrender,Normal,Spayed Female,120,Cat,Spayed Female,120,Domestic Shorthair,0.0,PM,2019-07-13,0.7575757575757576,1.0,Quarter 2,15.0
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,1,Domestic Shorthair,0.0,PM,2014-07-29,0.303951367781155,0.54,Quarter 2,4.0
Austin (TX),Stray,Normal,Intact Female,5,Dog,Spayed Female,5,Labrador Retriever,0.0,PM,2016-11-16,0.32786885245901637,0.54,Quarter 3,6.0
Austin (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,24,German Shepherd,0.0,PM,2014-02-09,0.303951367781155,0.54,Quarter 1,6.0
Austin (TX),Stray,Normal,Spayed Female,132,Cat,Spayed Female,132,Domestic Shorthair,1.0,PM,2014-07-13,0.7575757575757576,0.9,Quarter 2,1.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,American Staffordshire Terrier,0.0,PM,2014-09-21,0.303951367781155,0.54,Quarter 3,101.0
Travis (TX),Owner Surrender,Normal,Intact Female,6,Dog,Intact Female,7,rare_dog,0.0,PM,2019-09-15,0.32786885245901637,0.6,Quarter 3,14.0
Austin (TX),Wildlife,Sick,Unknown,24,Other,Unknown,24,Raccoon,1.0,AM,2014-04-11,1.0101010101010102,0.0,Quarter 1,0.0
Austin (TX),Stray,Normal,Spayed Female,36,Dog,Spayed Female,36,Jack Russell Terrier,0.0,AM,2014-12-20,0.7575757575757576,0.9,Quarter 3,0.0
Austin (TX),Stray,Normal,Intact Male,3,Cat,Neutered Male,4,Domestic Shorthair,0.0,PM,2014-07-24,0.303951367781155,0.54,Quarter 2,21.0
Austin (TX),Public Assist,Normal,Neutered Male,1,Dog,Neutered Male,1,American Staffordshire Terrier,0.0,PM,2014-12-13,0.7407407407407408,0.8,Quarter 3,14.0
Austin (TX),Public Assist,Normal,Intact Male,24,Dog,Intact Male,24,Rat Terrier,0.0,PM,2017-06-04,0.303951367781155,0.48,Quarter 2,4.0
Pflugerville (TX),Public Assist,Normal,Intact Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,PM,2014-07-09,0.32786885245901637,0.48,Quarter 2,21.0
Austin (TX),Stray,Normal,Spayed Female,96,Dog,Spayed Female,96,rare_dog,0.0,PM,2013-10-20,0.7575757575757576,0.9,Quarter 3,0.0
Austin (TX),Stray,Normal,Intact Male,5,Dog,Intact Male,5,Pit Bull,0.0,PM,2015-06-30,0.303951367781155,0.54,Quarter 2,6.0
Jonestown (TX),Stray,Normal,Spayed Female,96,Cat,Spayed Female,96,Domestic Medium Hair,1.0,PM,2015-12-17,0.7575757575757576,0.9,Quarter 3,177.0
Austin (TX),Public Assist,Normal,Intact Male,1,Dog,Intact Male,2,Chihuahua Shorthair,0.0,PM,2015-05-17,0.303951367781155,0.48,Quarter 2,1.0
Outside Jurisdiction,Owner Surrender,Normal,Neutered Male,6,Dog,Neutered Male,6,rare_dog,0.0,PM,2017-06-02,0.7407407407407408,1.0,Quarter 2,1.0
Bee Cave (TX),Stray,Normal,Intact Male,36,Dog,Intact Male,36,rare_dog,0.0,PM,2017-01-10,0.303951367781155,0.54,Quarter 1,2.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,1,Chihuahua Shorthair,0.0,AM,2015-01-08,0.303951367781155,0.54,Quarter 1,11.0
Austin (TX),Stray,Injured,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,1.0,PM,2018-05-07,0.32786885245901637,0.10800000000000001,Quarter 2,0.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,German Shepherd,0.0,PM,2018-07-20,0.32786885245901637,0.54,Quarter 2,4.0
Austin (TX),Public Assist,Normal,Neutered Male,48,Dog,Neutered Male,48,Dachshund,0.0,AM,2013-12-21,0.7407407407407408,0.8,Quarter 3,15.0
Del Valle (TX),Stray,Nursing,Intact Male,0,Dog,Neutered Male,1,Labrador Retriever,0.0,AM,2017-09-13,0.303951367781155,0.43200000000000005,Quarter 3,56.0
Austin (TX),Stray,Normal,Intact Female,2,Cat,Spayed Female,3,Domestic Shorthair,0.0,PM,2015-07-25,0.32786885245901637,0.54,Quarter 2,14.0
Travis (TX),Stray,Normal,Unknown,1,Cat,Unknown,1,Domestic Shorthair,0.0,PM,2017-05-15,1.0101010101010102,0.36000000000000004,Quarter 2,0.0
Austin (TX),Owner Surrender,Normal,Intact Male,4,Dog,Neutered Male,4,rare_dog,0.0,PM,2014-08-10,0.303951367781155,0.6,Quarter 2,4.0
Austin (TX),Stray,Normal,Intact Female,96,Dog,Intact Female,96,rare_dog,0.0,AM,2014-06-26,0.32786885245901637,0.54,Quarter 2,2.0
Austin (TX),Owner Surrender,Normal,Intact Female,1,Dog,Spayed Female,1,rare_dog,0.0,PM,2017-12-05,0.32786885245901637,0.6,Quarter 3,3.0
Austin (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,1,Domestic Shorthair,1.0,PM,2015-05-10,0.303951367781155,0.54,Quarter 2,7.0
Austin (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,24,Chihuahua Shorthair,0.0,AM,2017-11-13,0.303951367781155,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,Chihuahua Shorthair,0.0,PM,2016-05-16,0.303951367781155,0.54,Quarter 2,7.0
Austin (TX),Owner Surrender,Normal,Neutered Male,120,Cat,Neutered Male,120,Domestic Longhair,0.0,PM,2019-04-11,0.7407407407407408,1.0,Quarter 1,91.0
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,2,Domestic Shorthair,0.0,PM,2013-11-12,0.32786885245901637,0.54,Quarter 3,19.0
Del Valle (TX),Stray,Normal,Neutered Male,24,Dog,Neutered Male,24,Miniature Poodle,0.0,PM,2014-01-28,0.7407407407407408,0.9,Quarter 1,8.0
Austin (TX),Stray,Injured,Intact Male,24,Dog,Neutered Male,24,rare_dog,0.0,PM,2015-05-30,0.303951367781155,0.10800000000000001,Quarter 2,6.0
Austin (TX),Stray,Normal,Spayed Female,84,Dog,Spayed Female,84,German Shepherd,0.0,PM,2013-10-01,0.7575757575757576,0.9,Quarter 3,1.0
Austin (TX),Owner Surrender,Normal,Spayed Female,60,Dog,Spayed Female,60,Labrador Retriever,0.0,PM,2014-10-02,0.7575757575757576,1.0,Quarter 3,63.0
Austin (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,1,Domestic Shorthair,0.0,PM,2019-06-09,0.303951367781155,0.54,Quarter 2,19.0
Travis (TX),Stray,Injured,Intact Female,24,Dog,Intact Female,24,Pit Bull,0.0,AM,2018-06-23,0.32786885245901637,0.10800000000000001,Quarter 2,0.0
Austin (TX),Owner Surrender,Normal,Intact Female,3,Cat,Spayed Female,3,Domestic Shorthair,0.0,PM,2018-08-20,0.32786885245901637,0.6,Quarter 2,5.0
Austin (TX),Stray,Normal,Neutered Male,132,Dog,Neutered Male,132,rare_dog,0.0,AM,2016-11-21,0.7407407407407408,0.9,Quarter 3,0.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Intact Female,1,rare_dog,0.0,PM,2015-12-18,0.32786885245901637,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Intact Female,24,Cat,Intact Female,24,Domestic Shorthair,0.0,PM,2013-11-12,0.32786885245901637,0.54,Quarter 3,2.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,Chihuahua Shorthair,0.0,PM,2017-03-07,0.32786885245901637,0.54,Quarter 1,5.0
Austin (TX),Wildlife,Normal,Unknown,1,Other,Unknown,1,Bat,1.0,PM,2014-08-15,1.0101010101010102,0.0,Quarter 2,1.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,1,Labrador Retriever,0.0,PM,2013-10-16,0.303951367781155,0.54,Quarter 3,0.0
Austin (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,24,rare_dog,0.0,PM,2015-09-02,0.303951367781155,0.54,Quarter 3,1.0
Leander (TX),Owner Surrender,Normal,Intact Male,24,Dog,Neutered Male,24,rare_dog,0.0,PM,2018-02-20,0.303951367781155,0.6,Quarter 1,5.0
Austin (TX),Stray,Nursing,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2016-06-24,0.32786885245901637,0.43200000000000005,Quarter 2,0.0
Austin (TX),Stray,Normal,Neutered Male,96,Dog,Neutered Male,96,rare_dog,0.0,AM,2014-05-19,0.7407407407407408,0.9,Quarter 2,0.0
Austin (TX),Stray,Injured,Intact Male,24,Dog,Intact Male,24,Jack Russell Terrier,0.0,PM,2017-03-01,0.303951367781155,0.10800000000000001,Quarter 1,9.0
Austin (TX),Stray,Normal,Intact Male,0,Dog,Neutered Male,1,Cairn Terrier,0.0,PM,2014-09-17,0.303951367781155,0.54,Quarter 3,59.0
Austin (TX),Stray,Normal,Neutered Male,60,Dog,Neutered Male,60,rare_dog,0.0,PM,2013-10-18,0.7407407407407408,0.9,Quarter 3,7.0
Austin (TX),Stray,Normal,Intact Female,36,Dog,Spayed Female,36,rare_dog,0.0,AM,2015-06-12,0.32786885245901637,0.54,Quarter 2,7.0
Austin (TX),Owner Surrender,Normal,Intact Female,36,Dog,Spayed Female,36,rare_dog,0.0,PM,2016-05-12,0.32786885245901637,0.6,Quarter 2,2.0
Travis (TX),Stray,Normal,Unknown,0,Cat,Unknown,0,Domestic Shorthair,0.0,PM,2017-07-27,1.0101010101010102,0.36000000000000004,Quarter 2,0.0
Travis (TX),Stray,Normal,Intact Female,1,Dog,Intact Female,1,German Shepherd,0.0,AM,2018-08-17,0.32786885245901637,0.54,Quarter 2,4.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,Chihuahua Shorthair,0.0,PM,2019-04-27,0.303951367781155,0.54,Quarter 1,7.0
Austin (TX),Stray,Normal,Intact Male,84,Dog,Intact Male,84,Labrador Retriever,0.0,PM,2016-01-13,0.303951367781155,0.54,Quarter 1,0.0
Austin (TX),Wildlife,Sick,Unknown,1,Other,Unknown,0,Bat,1.0,AM,2019-09-03,1.0101010101010102,0.0,Quarter 3,0.0
Austin (TX),Stray,Normal,Unknown,1,Cat,Unknown,1,Domestic Shorthair,0.0,PM,2017-08-04,1.0101010101010102,0.36000000000000004,Quarter 2,0.0
Pflugerville (TX),Owner Surrender,Normal,Spayed Female,48,Dog,Spayed Female,48,Chihuahua Shorthair,0.0,PM,2015-12-05,0.7575757575757576,1.0,Quarter 3,2.0
Travis (TX),Stray,Normal,Spayed Female,132,Dog,Spayed Female,132,Chihuahua Shorthair,0.0,PM,2018-11-17,0.7575757575757576,0.9,Quarter 3,1.0
Travis (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,24,rare_dog,0.0,PM,2015-08-25,0.303951367781155,0.54,Quarter 2,209.0
Austin (TX),Owner Surrender,Normal,Neutered Male,84,Dog,Neutered Male,84,rare_dog,0.0,AM,2017-03-16,0.7407407407407408,1.0,Quarter 1,29.0
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,7,Domestic Shorthair,0.0,PM,2014-05-31,0.303951367781155,0.54,Quarter 2,182.0
Austin (TX),Stray,Normal,Intact Female,24,Dog,Spayed Female,24,Labrador Retriever,0.0,PM,2017-03-28,0.32786885245901637,0.54,Quarter 1,19.0
Del Valle (TX),Stray,Sick,Intact Male,1,Cat,Intact Male,1,Domestic Shorthair,0.0,PM,2018-05-12,0.303951367781155,0.10800000000000001,Quarter 2,0.0
Austin (TX),Stray,Normal,Intact Female,24,Dog,Spayed Female,24,Chihuahua Shorthair,0.0,AM,2014-01-18,0.32786885245901637,0.54,Quarter 1,7.0
Austin (TX),Stray,Normal,Spayed Female,24,Cat,Spayed Female,24,Domestic Shorthair,0.0,PM,2019-10-19,0.7575757575757576,0.9,Quarter 3,79.0
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,2,Domestic Shorthair,0.0,PM,2016-08-23,0.303951367781155,0.54,Quarter 2,31.0
Austin (TX),Owner Surrender,Normal,Spayed Female,96,Cat,Spayed Female,96,Domestic Longhair,0.0,AM,2015-08-26,0.7575757575757576,1.0,Quarter 2,53.0
Austin (TX),Stray,Normal,Spayed Female,132,Dog,Spayed Female,132,Labrador Retriever,0.0,PM,2017-03-16,0.7575757575757576,0.9,Quarter 1,3.0
Austin (TX),Owner Surrender,Normal,Intact Male,2,Other,Intact Male,3,rare,0.0,PM,2019-07-29,0.303951367781155,0.18,Quarter 2,15.0
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,PM,2015-06-28,0.32786885245901637,0.54,Quarter 2,25.0
Austin (TX),Owner Surrender,Normal,Neutered Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2019-02-06,0.7407407407407408,1.0,Quarter 1,1.0
Austin (TX),Stray,Normal,Intact Male,96,Dog,Neutered Male,96,rare_dog,0.0,PM,2018-05-28,0.303951367781155,0.54,Quarter 2,15.0
Austin (TX),Stray,Normal,Unknown,1,Other,Unknown,1,rare,0.0,PM,2019-07-09,1.0101010101010102,0.10800000000000001,Quarter 2,2.0
Austin (TX),Stray,Normal,Intact Male,3,Cat,Neutered Male,4,Domestic Shorthair,0.0,AM,2018-03-16,0.303951367781155,0.54,Quarter 1,4.0
Austin (TX),Stray,Injured,Intact Female,5,Dog,Intact Female,5,Pit Bull,0.0,AM,2018-03-09,0.32786885245901637,0.10800000000000001,Quarter 1,0.0
Austin (TX),Stray,Normal,Neutered Male,9,Dog,Neutered Male,9,rare_dog,0.0,PM,2016-03-15,0.7407407407407408,0.9,Quarter 1,6.0
Austin (TX),Stray,Normal,Intact Male,84,Dog,Intact Male,84,rare_dog,0.0,PM,2014-12-29,0.303951367781155,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Intact Female,48,Dog,Intact Female,48,Rat Terrier,0.0,PM,2018-11-05,0.32786885245901637,0.54,Quarter 3,0.0
Austin (TX),Wildlife,Normal,Unknown,1,Other,Unknown,1,Bat,1.0,PM,2018-07-04,1.0101010101010102,0.0,Quarter 2,0.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,2,Boxer,0.0,PM,2014-07-06,0.303951367781155,0.54,Quarter 2,4.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2017-04-11,0.303951367781155,0.54,Quarter 1,5.0
Austin (TX),Stray,Injured,Intact Male,60,Cat,Intact Male,60,Domestic Longhair,1.0,PM,2015-02-03,0.303951367781155,0.10800000000000001,Quarter 1,0.0
Austin (TX),Public Assist,Normal,Neutered Male,72,Dog,Neutered Male,72,rare_dog,0.0,PM,2018-08-20,0.7407407407407408,0.8,Quarter 2,4.0
Austin (TX),Public Assist,Normal,Neutered Male,24,Dog,Neutered Male,24,Pit Bull,0.0,PM,2013-11-26,0.7407407407407408,0.8,Quarter 3,10.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,1,rare_dog,0.0,PM,2019-02-20,0.303951367781155,0.54,Quarter 1,3.0
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,2,Domestic Shorthair,0.0,PM,2016-05-17,0.303951367781155,0.54,Quarter 2,46.0
Austin (TX),Stray,Normal,Intact Female,60,Cat,Intact Female,60,Domestic Medium Hair,0.0,PM,2017-03-21,0.32786885245901637,0.54,Quarter 1,2.0
Austin (TX),Stray,Normal,Neutered Male,36,Cat,Neutered Male,36,rare_cat,0.0,PM,2019-11-03,0.7407407407407408,0.9,Quarter 3,17.0
Austin (TX),Stray,Normal,Neutered Male,36,Dog,Neutered Male,36,Chihuahua Shorthair,0.0,PM,2017-05-30,0.7407407407407408,0.9,Quarter 2,0.0
Austin (TX),Stray,Normal,Intact Female,24,Dog,Intact Female,24,Chihuahua Longhair,0.0,AM,2017-10-04,0.32786885245901637,0.54,Quarter 3,4.0
Austin (TX),Wildlife,Injured,Unknown,1,Other,Unknown,1,Bat,1.0,AM,2019-03-16,1.0101010101010102,0.0,Quarter 1,0.0
Austin (TX),Stray,Normal,Unknown,6,Cat,Unknown,6,Domestic Medium Hair,0.0,AM,2014-01-11,1.0101010101010102,0.36000000000000004,Quarter 1,2.0
Austin (TX),Stray,Normal,Intact Male,84,Dog,Intact Male,84,Labrador Retriever,0.0,AM,2014-08-31,0.303951367781155,0.54,Quarter 2,11.0
Travis (TX),Stray,Normal,Intact Female,3,Cat,Intact Female,3,Domestic Shorthair,0.0,AM,2019-09-16,0.32786885245901637,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,24,Miniature Schnauzer,0.0,AM,2015-02-26,0.303951367781155,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,2,Domestic Medium Hair,0.0,AM,2017-05-21,0.303951367781155,0.54,Quarter 2,41.0
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,4,Domestic Shorthair,0.0,PM,2018-11-15,0.303951367781155,0.54,Quarter 3,93.0
Austin (TX),Stray,Normal,Intact Female,24,Cat,Intact Female,24,Domestic Shorthair,0.0,PM,2019-04-20,0.32786885245901637,0.54,Quarter 1,5.0
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,2,Domestic Shorthair,0.0,PM,2019-06-08,0.32786885245901637,0.54,Quarter 2,20.0
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,2,Domestic Shorthair,0.0,AM,2019-06-24,0.32786885245901637,0.54,Quarter 2,40.0
Austin (TX),Owner Surrender,Normal,Spayed Female,24,Dog,Spayed Female,24,rare_dog,0.0,PM,2014-03-18,0.7575757575757576,1.0,Quarter 1,1.0
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,AM,2016-06-20,0.32786885245901637,0.54,Quarter 2,6.0
Austin (TX),Stray,Normal,Intact Male,4,Dog,Neutered Male,5,Chihuahua Shorthair,0.0,PM,2019-06-19,0.303951367781155,0.54,Quarter 2,10.0
Manor (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,1,Domestic Medium Hair,0.0,PM,2017-08-17,0.303951367781155,0.54,Quarter 2,8.0
Austin (TX),Public Assist,Normal,Intact Male,120,Dog,Intact Male,120,rare_dog,0.0,PM,2020-01-22,0.303951367781155,0.48,Quarter 1,9.0
Austin (TX),Owner Surrender,Normal,Intact Female,36,Dog,Spayed Female,36,Chihuahua Shorthair,0.0,PM,2015-07-30,0.32786885245901637,0.6,Quarter 2,4.0
Austin (TX),Stray,Injured,Neutered Male,48,Cat,Neutered Male,48,Domestic Shorthair,0.0,AM,2018-07-03,0.7407407407407408,0.18000000000000002,Quarter 2,32.0
Austin (TX),Wildlife,Normal,Unknown,6,Other,Unknown,6,Bat,1.0,PM,2015-02-23,1.0101010101010102,0.0,Quarter 1,1.0
Austin (TX),Stray,Normal,Intact Male,60,Dog,Neutered Male,60,rare_dog,0.0,PM,2014-02-09,0.303951367781155,0.54,Quarter 1,2.0
Austin (TX),Stray,Injured,Neutered Male,48,Cat,Neutered Male,48,Domestic Medium Hair,1.0,AM,2015-05-06,0.7407407407407408,0.18000000000000002,Quarter 2,4.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Intact Female,1,rare_dog,0.0,AM,2018-10-27,0.32786885245901637,0.54,Quarter 3,0.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,3,Australian Shepherd,0.0,PM,2019-01-30,0.32786885245901637,0.54,Quarter 1,63.0
Austin (TX),Stray,Nursing,Intact Male,0,Cat,Neutered Male,2,Domestic Shorthair,0.0,PM,2018-04-22,0.303951367781155,0.43200000000000005,Quarter 1,62.0
Austin (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,24,Miniature Poodle,0.0,AM,2018-03-17,0.303951367781155,0.54,Quarter 1,8.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,5,rare_dog,0.0,AM,2018-11-29,0.32786885245901637,0.54,Quarter 3,131.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Intact Female,1,Labrador Retriever,0.0,AM,2017-08-06,0.32786885245901637,0.54,Quarter 2,2.0
Austin (TX),Stray,Normal,Neutered Male,84,Dog,Neutered Male,84,rare_dog,0.0,PM,2018-07-09,0.7407407407407408,0.9,Quarter 2,0.0
Austin (TX),Stray,Normal,Spayed Female,6,Cat,Spayed Female,6,Domestic Shorthair,0.0,PM,2014-02-22,0.7575757575757576,0.9,Quarter 1,0.0
Austin (TX),Stray,Normal,Intact Female,6,Cat,Spayed Female,6,Domestic Shorthair,0.0,PM,2014-11-08,0.32786885245901637,0.54,Quarter 3,3.0
Austin (TX),Stray,Nursing,Intact Male,1,Cat,Intact Male,1,Domestic Shorthair,0.0,AM,2015-06-22,0.303951367781155,0.43200000000000005,Quarter 2,7.0
Outside Jurisdiction,Public Assist,Normal,Unknown,2,Dog,Unknown,3,Labrador Retriever,0.0,PM,2017-09-07,1.0101010101010102,0.32000000000000006,Quarter 3,32.0
Travis (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,3,Domestic Shorthair,0.0,PM,2019-10-11,0.303951367781155,0.54,Quarter 3,62.0
Austin (TX),Stray,Normal,Intact Male,2,Cat,Intact Male,3,Domestic Shorthair,0.0,AM,2015-07-04,0.303951367781155,0.54,Quarter 2,11.0
Austin (TX),Wildlife,Normal,Unknown,1,Other,Unknown,1,Bat,1.0,PM,2016-05-02,1.0101010101010102,0.0,Quarter 2,1.0
Austin (TX),Stray,Injured,Intact Male,1,Dog,Intact Male,1,Chihuahua Shorthair,0.0,PM,2015-10-30,0.303951367781155,0.10800000000000001,Quarter 3,6.0
Austin (TX),Owner Surrender,Sick,Intact Female,144,Dog,Intact Female,144,Chihuahua Shorthair,1.0,AM,2019-05-03,0.32786885245901637,0.12,Quarter 2,1.0
Travis (TX),Stray,Normal,Spayed Female,6,Dog,Spayed Female,6,rare_dog,0.0,PM,2014-10-14,0.7575757575757576,0.9,Quarter 3,4.0
Austin (TX),Wildlife,Normal,Unknown,1,Other,Unknown,1,Bat,1.0,AM,2018-02-22,1.0101010101010102,0.0,Quarter 1,1.0
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2018-10-22,0.32786885245901637,0.54,Quarter 3,0.0
Austin (TX),Owner Surrender,Normal,Spayed Female,24,Dog,Spayed Female,24,rare_dog,0.0,PM,2014-03-31,0.7575757575757576,1.0,Quarter 1,12.0
Outside Jurisdiction,Owner Surrender,Normal,Neutered Male,24,Dog,Neutered Male,24,rare_dog,0.0,AM,2019-10-29,0.7407407407407408,1.0,Quarter 3,33.0
Lago Vista (TX),Stray,Normal,Intact Male,6,Cat,Neutered Male,8,Domestic Shorthair,0.0,PM,2018-06-13,0.303951367781155,0.54,Quarter 2,51.0
Austin (TX),Stray,Normal,Spayed Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,AM,2016-11-30,0.7575757575757576,0.9,Quarter 3,24.0
Austin (TX),Stray,Sick,Intact Male,1,Dog,Intact Male,1,Labrador Retriever,0.0,AM,2015-08-12,0.303951367781155,0.10800000000000001,Quarter 2,0.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2015-02-25,0.303951367781155,0.54,Quarter 1,4.0
Austin (TX),Owner Surrender,Normal,Spayed Female,24,Dog,Spayed Female,24,rare_dog,0.0,PM,2019-12-27,0.7575757575757576,1.0,Quarter 3,3.0
Austin (TX),Owner Surrender,Normal,Spayed Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,PM,2018-01-23,0.7575757575757576,1.0,Quarter 1,1.0
Austin (TX),Stray,Aged,Neutered Male,120,Dog,Neutered Male,120,rare_dog,0.0,AM,2018-05-30,0.7407407407407408,0.63,Quarter 2,0.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,Chihuahua Shorthair,0.0,PM,2019-03-18,0.32786885245901637,0.54,Quarter 1,24.0
Austin (TX),Wildlife,Normal,Unknown,36,Other,Unknown,36,Bat,1.0,PM,2014-12-02,1.0101010101010102,0.0,Quarter 3,0.0
Del Valle (TX),Owner Surrender,Normal,Intact Female,1,Cat,Spayed Female,2,Domestic Shorthair,0.0,AM,2014-05-31,0.32786885245901637,0.6,Quarter 2,3.0
Travis (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2017-12-01,0.32786885245901637,0.54,Quarter 3,5.0
Austin (TX),Stray,Normal,Unknown,5,Other,Unknown,5,rare,0.0,PM,2014-06-27,1.0101010101010102,0.10800000000000001,Quarter 2,0.0
Austin (TX),Owner Surrender,Normal,Neutered Male,1,Dog,Neutered Male,1,Pit Bull,0.0,PM,2016-04-21,0.7407407407407408,1.0,Quarter 1,4.0
Austin (TX),Public Assist,Normal,Neutered Male,36,Cat,Neutered Male,36,Domestic Shorthair,0.0,PM,2016-10-03,0.7407407407407408,0.8,Quarter 3,7.0
Austin (TX),Public Assist,Normal,Intact Male,24,Dog,Intact Male,24,Dachshund,0.0,PM,2016-03-14,0.303951367781155,0.48,Quarter 1,12.0
Austin (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,24,Pit Bull,0.0,AM,2019-12-14,0.303951367781155,0.54,Quarter 3,9.0
Austin (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,1,Domestic Medium Hair,0.0,PM,2014-12-28,0.303951367781155,0.54,Quarter 3,1.0
Austin (TX),Wildlife,Normal,Unknown,1,Other,Unknown,1,Bat,1.0,PM,2016-04-06,1.0101010101010102,0.0,Quarter 1,0.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,rare_dog,0.0,AM,2016-08-04,0.303951367781155,0.54,Quarter 2,44.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,Australian Shepherd,0.0,PM,2018-02-16,0.32786885245901637,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,2,Domestic Medium Hair,0.0,PM,2015-06-22,0.32786885245901637,0.54,Quarter 2,8.0
Austin (TX),Stray,Sick,Intact Female,4,Dog,Intact Female,4,Chihuahua Shorthair,1.0,AM,2018-09-23,0.32786885245901637,0.10800000000000001,Quarter 3,0.0
Travis (TX),Stray,Normal,Intact Male,5,Dog,Neutered Male,6,Labrador Retriever,0.0,PM,2017-03-18,0.303951367781155,0.54,Quarter 1,6.0
Austin (TX),Stray,Normal,Intact Female,2,Dog,Spayed Female,3,rare_dog,0.0,PM,2019-08-15,0.32786885245901637,0.54,Quarter 2,4.0
Austin (TX),Stray,Normal,Intact Female,2,Dog,Spayed Female,2,Australian Cattle Dog,0.0,PM,2013-11-19,0.32786885245901637,0.54,Quarter 3,6.0
Austin (TX),Owner Surrender,Normal,Neutered Male,108,Dog,Neutered Male,108,rare_dog,0.0,AM,2016-12-31,0.7407407407407408,1.0,Quarter 3,15.0
Austin (TX),Stray,Nursing,Intact Female,0,Dog,Intact Female,1,rare_dog,0.0,PM,2016-07-23,0.32786885245901637,0.43200000000000005,Quarter 2,33.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,Pointer,0.0,AM,2014-03-13,0.303951367781155,0.54,Quarter 1,123.0
